2023-12-10 03:41:27,636:INFO: Starting ssh for ele_adv
2023-12-10 03:41:27,637:INFO: Starting training with following parameters: {'base_path': './', 'src_train': 'dataset/ADV_ELE/ELE.txt', 'tgt_train': 'dataset/ADV_ELE/ADV.txt', 'src_valid': 'dataset/src_valid.txt', 'tgt_valid': 'dataset/tgt_valid.txt', 'ref_valid': 'dataset/ref_valid.pkl', 'best_model': 'cp/ele_adv/model.pt', 'checkpoint_path': 'cp/ele_adv/model_ckpt.pt', 'seed': 540}
2023-12-10 03:41:29,432:INFO: Epoch: 0 | iter: 10 | avg. train loss: 3.979301802814007 | time elapsed: 1.7603700160980225
2023-12-10 03:41:30,400:INFO: Epoch: 0 | iter: 20 | avg. train loss: 0.4017421126991394 | time elapsed: 2.728696584701538
2023-12-10 03:41:31,372:INFO: Epoch: 0 | iter: 30 | avg. train loss: 0.26782052064378803 | time elapsed: 3.7008860111236572
2023-12-10 03:41:32,339:INFO: Epoch: 0 | iter: 40 | avg. train loss: 0.19880659108306709 | time elapsed: 4.6679041385650635
2023-12-10 03:41:33,304:INFO: Epoch: 0 | iter: 50 | avg. train loss: 0.09321609058655009 | time elapsed: 5.632830381393433
2023-12-10 03:41:34,269:INFO: Epoch: 0 | iter: 60 | avg. train loss: 0.08647506226328237 | time elapsed: 6.597501039505005
2023-12-10 03:41:35,230:INFO: Epoch: 0 | iter: 70 | avg. train loss: 0.24861647035057566 | time elapsed: 7.558838605880737
2023-12-10 03:41:36,193:INFO: Epoch: 0 | iter: 80 | avg. train loss: 0.07310287751747699 | time elapsed: 8.521331071853638
2023-12-10 03:41:37,158:INFO: Epoch: 0 | iter: 90 | avg. train loss: 0.07308549147732743 | time elapsed: 9.486394882202148
2023-12-10 03:41:38,123:INFO: Epoch: 0 | iter: 100 | avg. train loss: 0.11062796799244716 | time elapsed: 10.451717853546143
2023-12-10 03:41:39,088:INFO: Epoch: 0 | iter: 110 | avg. train loss: 0.05863187373701077 | time elapsed: 11.417067766189575
2023-12-10 03:41:40,052:INFO: Epoch: 0 | iter: 120 | avg. train loss: 0.07900670840085779 | time elapsed: 12.380810022354126
2023-12-10 03:41:41,019:INFO: Epoch: 0 | iter: 130 | avg. train loss: 0.05322613211427467 | time elapsed: 13.34805178642273
2023-12-10 03:41:41,989:INFO: Epoch: 0 | iter: 140 | avg. train loss: 0.09478879330907225 | time elapsed: 14.317681789398193
2023-12-10 03:41:42,962:INFO: Epoch: 0 | iter: 150 | avg. train loss: 0.03689557477611965 | time elapsed: 15.291093587875366
2023-12-10 03:41:43,929:INFO: Epoch: 0 | iter: 160 | avg. train loss: 0.10345543760445947 | time elapsed: 16.257227897644043
2023-12-10 03:41:44,890:INFO: Epoch: 0 | iter: 170 | avg. train loss: 0.04659897078661391 | time elapsed: 17.21889305114746
2023-12-10 03:41:45,862:INFO: Epoch: 0 | iter: 180 | avg. train loss: 0.0702936252236113 | time elapsed: 18.190422773361206
2023-12-10 03:41:46,828:INFO: Epoch: 0 | iter: 190 | avg. train loss: 0.09675559180810812 | time elapsed: 19.157057523727417
2023-12-10 03:41:47,790:INFO: Epoch: 0 | iter: 200 | avg. train loss: 0.06216391467854031 | time elapsed: 20.118566036224365
2023-12-10 03:41:48,759:INFO: Epoch: 0 | iter: 210 | avg. train loss: 0.060873395278698735 | time elapsed: 21.087336540222168
2023-12-10 03:41:49,724:INFO: Epoch: 0 | iter: 220 | avg. train loss: 0.11766649575154553 | time elapsed: 22.052590131759644
2023-12-10 03:41:50,690:INFO: Epoch: 0 | iter: 230 | avg. train loss: 0.06057625897280737 | time elapsed: 23.019103527069092
2023-12-10 03:41:51,655:INFO: Epoch: 0 | iter: 240 | avg. train loss: 0.05828378433834638 | time elapsed: 23.983946323394775
2023-12-10 03:41:52,620:INFO: Epoch: 0 | iter: 250 | avg. train loss: 0.047037414834362676 | time elapsed: 24.948557376861572
2023-12-10 03:41:53,584:INFO: Epoch: 0 | iter: 260 | avg. train loss: 0.027832216684692407 | time elapsed: 25.913070678710938
2023-12-10 03:41:54,548:INFO: Epoch: 0 | iter: 270 | avg. train loss: 0.06750951283230186 | time elapsed: 26.876874685287476
2023-12-10 03:41:55,510:INFO: Epoch: 0 | iter: 280 | avg. train loss: 0.14904895113927152 | time elapsed: 27.83910846710205
2023-12-10 03:41:56,477:INFO: Epoch: 0 | iter: 290 | avg. train loss: 0.0631363049693951 | time elapsed: 28.80560040473938
2023-12-10 03:41:57,446:INFO: Epoch: 0 | iter: 300 | avg. train loss: 0.05541978638871884 | time elapsed: 29.77419352531433
2023-12-10 03:41:58,411:INFO: Epoch: 0 | iter: 310 | avg. train loss: 0.042600711024099576 | time elapsed: 30.73958158493042
2023-12-10 03:41:59,380:INFO: Epoch: 0 | iter: 320 | avg. train loss: 0.06427171903956944 | time elapsed: 31.708210706710815
2023-12-10 03:42:00,342:INFO: Epoch: 0 | iter: 330 | avg. train loss: 0.019957430805182558 | time elapsed: 32.67043709754944
2023-12-10 03:42:01,310:INFO: Epoch: 0 | iter: 340 | avg. train loss: 0.06439202174070043 | time elapsed: 33.638816356658936
2023-12-10 03:42:02,271:INFO: Epoch: 0 | iter: 350 | avg. train loss: 0.0848725158538172 | time elapsed: 34.600093841552734
2023-12-10 03:42:03,243:INFO: Epoch: 0 | iter: 360 | avg. train loss: 0.06140275858477284 | time elapsed: 35.57117247581482
2023-12-10 03:42:04,202:INFO: Epoch: 0 | iter: 370 | avg. train loss: 0.05309992311413357 | time elapsed: 36.53095102310181
2023-12-10 03:42:05,168:INFO: Epoch: 0 | iter: 380 | avg. train loss: 0.058046578266202076 | time elapsed: 37.49633598327637
2023-12-10 03:42:06,177:INFO: Epoch: 0 | iter: 390 | avg. train loss: 0.05183831129654619 | time elapsed: 38.505788803100586
2023-12-10 03:42:07,215:INFO: Epoch: 0 | iter: 400 | avg. train loss: 0.05029347713291339 | time elapsed: 39.5433714389801
2023-12-10 03:42:08,241:INFO: Epoch: 0 | iter: 410 | avg. train loss: 0.05850444519989832 | time elapsed: 40.56922745704651
2023-12-10 03:42:09,252:INFO: Epoch: 0 | iter: 420 | avg. train loss: 0.02345495188383306 | time elapsed: 41.5810821056366
2023-12-10 03:42:10,609:INFO: Epoch: 0 | iter: 430 | avg. train loss: 0.015198725583848117 | time elapsed: 42.937397956848145
2023-12-10 03:42:11,762:INFO: Epoch: 0 | iter: 440 | avg. train loss: 0.02634564969715109 | time elapsed: 44.090869188308716
2023-12-10 03:42:12,866:INFO: Epoch: 0 | iter: 450 | avg. train loss: 0.04411675223510454 | time elapsed: 45.19422769546509
2023-12-10 03:42:13,857:INFO: Epoch: 0 | iter: 460 | avg. train loss: 0.011033924647575875 | time elapsed: 46.18545413017273
2023-12-10 03:42:14,821:INFO: Epoch: 0 | iter: 470 | avg. train loss: 0.027842992410912273 | time elapsed: 47.14920997619629
2023-12-10 03:42:15,803:INFO: Epoch: 0 | iter: 480 | avg. train loss: 0.05332726993443149 | time elapsed: 48.131481409072876
2023-12-10 03:42:16,685:INFO: Epoch: 0 | iter: 490 | avg. train loss: 0.03299648291803199 | time elapsed: 49.013713121414185
2023-12-10 03:42:17,531:INFO: Epoch: 0 | iter: 500 | avg. train loss: 0.04418060576131574 | time elapsed: 49.859665393829346
2023-12-10 03:42:18,368:INFO: Epoch: 0 | iter: 510 | avg. train loss: 0.005175868210440585 | time elapsed: 50.69618535041809
2023-12-10 03:42:19,203:INFO: Epoch: 0 | iter: 520 | avg. train loss: 0.07149756354390144 | time elapsed: 51.53213334083557
2023-12-10 03:42:20,048:INFO: Epoch: 0 | iter: 530 | avg. train loss: 0.02595366025779293 | time elapsed: 52.376946210861206
2023-12-10 03:42:20,891:INFO: Epoch: 0 | iter: 540 | avg. train loss: 0.036023103306665395 | time elapsed: 53.2192223072052
